rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,period_err1,period_err2,impact_parameter,impact_parameter_err1,impact_parameter_err2,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,radius,radius_prad_err1,radiusprad_err2,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_eff_temp_err1,stellar_eff_temp_err2,stellar_surf_grav,stellar_surf_grav_err1,stellar_surf_grav_err2,stellar_metal,stellar_metal_err1,stellar_metal_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,stellar_mass,stellar_mass_err1,stellar_mass_err2,ra,dec,disposition_num
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,2.243380573,2.67e-06,-2.67e-06,0.915,0.009,-0.63,1.1196,0.0384,-0.0384,822.0,25.6,-25.6,1.99,0.1,-0.12,0.028,82.88,822.0,4.251499,30.578562,38.9,472.0,0.5576,4149.0,82.0,-91.0,4.698,0.024,-0.027,-0.32,0.15,-0.15,0.564,0.03,-0.033,0.578,0.027,-0.037,285.17621,50.149818,1
61,11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,10.40599802,2.52e-06,-2.52e-06,0.324,0.061,-0.075,6.5036,0.0145,-0.0145,14500.0,22.4,-22.4,11.23,2.92,-1.95,0.0855,88.57,833.0,97.352005,691.1691,745.2,117.0,0.8796,5746.0,173.0,-173.0,4.393,0.18,-0.198,-0.54,0.3,-0.3,0.924,0.241,-0.16,0.77,0.118,-0.047,289.23553,50.241001,0
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,2.337437946,1.95e-06,-1.95e-06,0.28,0.189,-0.28,1.9982,0.0271,-0.0271,971.0,13.7,-13.7,2.34,0.17,-0.09,0.0325,88.19,1070.0,6.0310416,63.58795,82.4,578.0,0.6818,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,293.83331,50.23035,1
63,11918099,K00780.02,,CANDIDATE,CANDIDATE,7.2406612,1.62e-05,-1.62e-05,1.198,49.85,-0.258,0.558,0.171,-0.171,556.0,44.1,-44.1,19.45,1.4,-0.71,0.0692,87.62,734.0,3.2751372,9.1666,13.7,168.0,0.4049,5005.0,79.0,-79.0,4.595,0.012,-0.064,0.14,0.15,-0.15,0.765,0.055,-0.028,0.85,0.025,-0.054,293.83331,50.23035,1
64,9579641,K00115.03,,CANDIDATE,CANDIDATE,3.43591631,4.73e-05,-4.73e-05,0.624,0.037,-0.476,3.133,0.407,-0.407,23.2,3.4,-3.4,0.55,0.08,-0.07,0.0437,84.62,1272.0,3.8943021,7.4337807,8.7,357.0,0.0228,5779.0,104.0,-115.0,4.339,0.132,-0.108,-0.06,0.15,-0.15,1.087,0.157,-0.142,0.941,0.074,-0.054,287.88733,46.276241,1
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,11.59822233,1.41e-05,-1.41e-05,0.679,0.187,-0.47,2.5237,0.052,-0.052,2800.0,46.3,-46.3,2.65,0.21,-0.29,0.0798,88.62,396.0,11.461336,62.376225,71.0,115.0,0.6552,3688.0,73.0,-91.0,4.79,0.05,-0.045,0.0,0.15,-0.15,0.473,0.037,-0.051,0.503,0.035,-0.053,296.22195,50.28722,1
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,6.575315881,3.73e-06,-3.73e-06,0.39,0.065,-0.306,4.3084,0.0306,-0.0306,2790.0,14.9,-14.9,5.31,1.5,-0.81,0.067,88.03,1015.0,20.537346,210.22159,221.1,205.0,0.5611,5992.0,162.0,-180.0,4.415,0.105,-0.195,-0.32,0.3,-0.3,0.989,0.28,-0.151,0.927,0.129,-0.097,290.09805,50.321609,1
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,7.275040844,4.68e-06,-4.68e-06,0.547,0.052,-0.229,7.5377,0.0681,-0.0681,3000.0,11.5,-11.5,4.86,1.05,-0.37,0.0732,85.29,833.0,24.639503,234.95987,312.1,188.0,0.1322,5485.0,164.0,-180.0,4.556,0.028,-0.161,0.21,0.2,-0.3,0.867,0.187,-0.067,0.986,0.065,-0.115,295.45529,50.49456,1
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,19.27153892,4.15e-05,-4.15e-05,0.031,0.36,-0.031,2.7594,0.0551,-0.0551,1220.0,35.3,-35.3,1.93,0.1,-0.12,0.1171,89.97,393.0,6.437265,28.490973,37.1,67.0,0.8388,4077.0,81.0,-81.0,4.702,0.027,-0.027,-0.24,0.15,-0.15,0.56,0.03,-0.034,0.576,0.031,-0.035,293.97336,50.53191,1
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,10.06524317,1.49e-05,-1.49e-05,0.628,0.003,-0.478,1.369,0.0393,-0.0393,1050.0,39.2,-39.2,1.91,0.1,-0.12,0.076,89.22,488.0,5.446764,21.658537,30.3,126.0,0.0088,4077.0,81.0,-81.0,4.702,0.027,-0.027,-0.24,0.15,-0.15,0.56,0.03,-0.034,0.576,0.031,-0.035,293.97336,50.53191,1
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,12.3935651,3.93e-05,-3.93e-05,0.883,0.033,-0.64,3.8896,0.0834,-0.0834,917.0,29.1,-29.1,2.66,0.54,-0.23,0.0983,86.13,677.0,5.6057496,31.608551,35.8,107.0,0.8571,5557.0,166.0,-166.0,4.603,0.034,-0.128,-0.4,0.3,-0.3,0.75,0.152,-0.065,0.832,0.08,-0.089,296.02133,50.56778,1
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,43.84439721,9.61e-05,-9.61e-05,0.852,0.039,-0.585,6.802,0.119,-0.119,615.0,7.7,-7.7,2.87,0.43,-0.3,0.2395,88.27,531.0,16.554466,65.59482,83.7,29.0,0.9647,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,1
72,3120431,K00798.01,,FALSE POSITIVE,FALSE POSITIVE,3.341913228,9.95e-06,-9.95e-06,1.213,11.28,-0.141,3.813,0.12,-0.12,725.0,21.3,-21.3,21.55,3.54,-1.89,0.0415,56.44,1032.0,5.0937037,32.72262,39.0,780.0,0.0,5295.0,175.0,-159.0,4.551,0.049,-0.105,-0.02,0.3,-0.3,0.811,0.133,-0.071,0.853,0.078,-0.078,292.31595,38.27029,0
73,3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,1.626630225,1.02e-06,-1.02e-06,1.26,4.827,-0.043,2.1145,0.0285,-0.0285,1620.0,19.0,-19.0,32.43,9.0,-4.83,0.026,58.03,1547.0,5.3061833,45.885685,103.6,664.0,0.8796,5735.0,155.0,-172.0,4.41,0.124,-0.186,-0.18,0.3,-0.3,0.973,0.27,-0.145,0.889,0.12,-0.09,294.36819,38.31028,0
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,2.711504086,3.8e-06,-3.8e-06,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,838.0,14.5,-14.5,3.12,1.02,-0.34,0.0401,89.81,1420.0,6.3430967,48.726124,64.5,494.0,0.228,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,291.65353,38.494659,1
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,7.21203748,1.55e-05,-1.55e-05,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.0,19.5,-19.5,3.32,1.09,-0.36,0.077,89.95,1025.0,6.1683164,40.04205,51.5,165.0,0.3431,6214.0,174.0,-239.0,4.442,0.054,-0.216,0.07,0.25,-0.3,1.076,0.353,-0.118,1.169,0.141,-0.173,291.65353,38.494659,1
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,8.47237911,1.56e-05,-1.56e-05,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1120.0,26.7,-26.7,2.59,0.37,-0.22,0.0778,89.95,751.0,5.7419868,39.867977,47.6,159.0,0.9241,5354.0,159.0,-159.0,4.587,0.032,-0.104,-0.08,0.3,-0.3,0.788,0.113,-0.066,0.884,0.061,-0.113,296.36652,51.319519,1
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,60.4189369,0.000504,-0.000504,0.094,0.359,-0.094,5.039,0.184,-0.184,931.0,49.6,-49.6,2.36,0.34,-0.2,0.2884,89.94,390.0,6.335456,15.139797,20.1,22.0,0.6244,5354.0,159.0,-159.0,4.587,0.032,-0.104,-0.08,0.3,-0.3,0.788,0.113,-0.066,0.884,0.061,-0.113,296.36652,51.319519,1
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,12.61190435,6.65e-06,-6.65e-06,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6110.0,27.6,-27.6,7.4,2.2,-0.73,0.1058,88.17,753.0,31.536423,207.6196,277.2,104.0,0.0586,5795.0,156.0,-173.0,4.508,0.039,-0.208,-0.02,0.25,-0.3,0.919,0.273,-0.091,0.992,0.112,-0.112,289.11221,51.737381,1
80,2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,1.433769925,7.41e-07,-7.41e-07,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1980.0,20.4,-20.4,46.58,8.01,-8.0,0.0256,58.99,1920.0,10.709492,67.78838,112.6,481.0,0.0003,6017.0,72.0,-90.0,4.22,0.156,-0.117,0.02,0.15,-0.15,1.339,0.23,-0.23,1.083,0.1,-0.082,290.84369,37.728828,0
81,2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,10.31872301,2.85e-05,-2.85e-05,1.215,59.52,-0.463,3.836,0.121,-0.121,872.0,26.4,-26.4,28.59,8.61,-3.69,0.0944,78.15,876.0,9.854863,34.775192,38.2,130.0,0.9336,5927.0,176.0,-193.0,4.409,0.084,-0.196,0.07,0.25,-0.3,1.06,0.319,-0.137,1.05,0.14,-0.127,291.84891,37.713501,0
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,2.539183147,5.07e-06,-5.07e-06,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.0,11.4,-11.4,2.06,0.29,-0.28,0.0355,88.28,1332.0,4.680462,34.037075,38.9,528.0,0.2119,5519.0,82.0,-74.0,4.35,0.126,-0.103,0.14,0.15,-0.15,1.062,0.154,-0.14,0.921,0.067,-0.038,291.43997,37.905659,1
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,6.770300385,9.54e-06,-9.54e-06,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1300.0,29.7,-29.7,2.77,0.46,-0.15,0.064,86.84,812.0,6.5691905,43.840405,50.8,200.0,0.9274,5653.0,166.0,-166.0,4.656,0.028,-0.112,-0.84,0.3,-0.3,0.679,0.112,-0.037,0.767,0.058,-0.071,290.87051,38.273628,1
84,3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0.444291966,9.7e-08,-9.7e-08,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,11000.0,45.9,-45.9,27.51,3.46,-1.73,0.0101,39.97,1836.0,40.64358,277.1132,299.7,1466.0,0.8848,5255.0,156.0,-156.0,4.678,0.028,-0.083,-0.72,0.3,-0.3,0.636,0.08,-0.04,0.709,0.06,-0.06,290.99689,38.28492,0
85,3115833,K00797.01,,CANDIDATE,CANDIDATE,10.181584,6.19e-06,-6.19e-06,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5740.0,53.2,-53.2,7.73,2.17,-0.72,0.0884,85.87,812.0,27.099031,173.09894,183.6,129.0,0.5397,5988.0,179.0,-197.0,4.541,0.048,-0.192,-0.52,0.3,-0.3,0.836,0.234,-0.078,0.885,0.099,-0.099,291.28195,38.241669,1
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,20.06036336,5.84e-05,-5.84e-05,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1490.0,45.1,-45.1,1.96,0.13,-0.16,0.115,89.21,361.0,7.1802754,27.241827,35.2,59.0,0.7533,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,1
87,4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,46.1842039,0.000265,-0.000265,0.013,0.415,-0.013,4.758,0.13,-0.13,1390.0,56.4,-56.4,1.83,0.12,-0.15,0.2005,89.99,273.0,6.2605453,18.020908,26.0,25.0,0.8358,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,1
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,23.9800854,0.0002,-0.0002,0.95,0.004,-0.66,5.351,0.177,-0.177,104.0,6.5,-6.5,1.31,0.2,-0.13,0.1602,85.45,649.0,4.1784496,10.87813,17.1,56.0,0.9971,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,1
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,7.82502168,3.89e-05,-3.89e-05,0.708,0.234,-0.487,2.186,0.12,-0.12,521.0,36.4,-36.4,1.2,0.08,-0.1,0.0614,87.99,494.0,3.8379083,12.582854,15.9,154.0,0.251,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,1
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,3.895936525,7.71e-07,-7.71e-07,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8540.0,29.5,-29.5,7.34,1.53,-0.65,0.046,87.56,1005.0,35.58241,375.5263,370.8,275.0,0.1164,5557.0,167.0,-167.0,4.592,0.034,-0.136,-0.3,0.3,-0.3,0.774,0.161,-0.069,0.866,0.082,-0.1,294.65524,39.308361,1
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,22.36646466,9.76e-05,-9.76e-05,0.4,0.066,-0.4,5.228,0.122,-0.122,987.0,35.1,-35.1,2.32,0.38,-0.16,0.1449,89.26,536.0,6.2514634,25.599396,32.1,48.0,0.4848,5395.0,160.0,-160.0,4.615,0.032,-0.104,-0.34,0.3,-0.3,0.734,0.122,-0.052,0.821,0.076,-0.093,294.71063,39.52174,1
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.625522174,1.58e-07,-1.58e-07,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7970.0,11.8,-11.8,9.73,1.41,-1.42,0.0265,89.22,1579.0,43.135384,712.5235,799.7,657.0,0.254,5539.0,83.0,-74.0,4.322,0.137,-0.1,0.16,0.15,-0.15,1.106,0.161,-0.161,0.935,0.062,-0.043,293.87192,38.422939,1
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,19.62034692,3.73e-06,-3.73e-06,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,21700.0,85.0,-85.0,13.6,1.82,-0.92,0.1389,89.66,643.0,73.60154,353.8584,340.5,52.0,0.3063,5710.0,76.0,-85.0,4.492,0.048,-0.112,-0.1,0.15,-0.15,0.905,0.121,-0.061,0.928,0.052,-0.058,293.81619,38.563568,1
94,3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,7.544039,0.000102,-0.000102,1.175,33.63,-0.911,6.222,0.731,-0.731,323.0,28.2,-28.2,17.47,4.12,-1.65,0.0731,58.94,838.0,4.5001316,12.162734,14.2,143.0,0.0016,5657.0,152.0,-169.0,4.567,0.038,-0.152,-0.18,0.3,-0.3,0.824,0.194,-0.078,0.919,0.083,-0.104,293.94116,38.601101,0
95,3641726,K00804.01,,CANDIDATE,CANDIDATE,9.02930689,1.65e-05,-1.65e-05,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1020.0,21.9,-21.9,2.57,0.44,-0.26,0.0796,89.94,757.0,7.610865,47.37303,53.9,146.0,0.894,5349.0,167.0,-167.0,4.526,0.063,-0.108,-0.12,0.3,-0.3,0.82,0.141,-0.082,0.824,0.096,-0.078,290.33362,38.72823,1
96,3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,10.32803571,3.76e-06,-3.76e-06,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,16900.0,31.8,-31.8,13.28,3.64,-2.41,0.0888,88.54,843.0,76.945915,589.42316,636.8,114.0,0.529,5627.0,169.0,-169.0,4.359,0.18,-0.18,-0.1,0.3,-0.25,1.024,0.28,-0.186,0.874,0.125,-0.073,287.69675,38.886452,0
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,143.2063047,0.000235,-0.000235,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,10600.0,82.4,-82.4,8.9,0.82,-0.38,0.5336,89.83,308.0,45.13809,115.57215,138.8,9.0,-1.0,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,285.28363,38.947281,1
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,6.164876,4.64e-05,-4.64e-05,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,0.0648,86.69,1021.0,2.6950479,11.552998,14.4,207.0,0.6301,5854.0,105.0,-117.0,4.406,0.09,-0.11,-0.12,0.15,-0.15,1.012,0.154,-0.103,0.951,0.07,-0.063,300.86398,44.337551,1
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,60.32494216,3.21e-05,-3.21e-05,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20300.0,64.0,-64.0,12.19,1.11,-0.52,0.2998,89.83,411.0,88.82677,323.38303,347.2,22.0,0.0005,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.21,0.15,-0.2,0.867,0.079,-0.037,0.986,0.035,-0.082,285.28363,38.947281,1
101,3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,1.540397253,2.7e-06,-2.7e-06,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,816.0,25.7,-25.7,25.69,7.44,-2.33,0.0264,51.56,1470.0,7.5703845,32.004185,38.8,842.0,0.6173,5663.0,171.0,-188.0,4.53,0.036,-0.204,0.21,0.2,-0.3,0.915,0.265,-0.083,1.034,0.089,-0.122,286.92639,38.921631,0
102,3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,2.99025443,1.17e-05,-1.17e-05,0.014,0.334,-0.014,5.414,0.113,-0.113,589.0,14.1,-14.1,1.7,0.1,-0.15,0.0367,89.81,918.0,4.439786,35.481506,48.5,454.0,0.0,4667.0,140.0,-154.0,4.578,0.048,-0.028,0.1,0.25,-0.3,0.731,0.042,-0.063,0.737,0.058,-0.058,287.74881,38.92955,0
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.594745374,1.13e-07,-1.13e-07,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15000.0,20.3,-20.3,11.3,3.09,-1.33,0.0258,85.25,1539.0,62.03516,1015.921,1009.3,762.0,1.0,5934.0,160.0,-178.0,4.491,0.065,-0.195,-0.38,0.3,-0.3,0.893,0.244,-0.105,0.901,0.11,-0.09,285.21381,39.027481,1
104,3940418,K00810.01,,CANDIDATE,CANDIDATE,4.783002698,5.43e-06,-5.43e-06,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1010.0,16.6,-16.6,2.5,0.34,-0.19,0.0535,89.99,886.0,7.252221,57.638233,70.6,281.0,0.5746,5170.0,155.0,-155.0,4.574,0.026,-0.097,0.18,0.2,-0.3,0.807,0.111,-0.06,0.891,0.053,-0.084,287.09399,39.060719,1
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,20.50588921,3.21e-05,-3.21e-05,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2110.0,31.0,-31.0,3.41,0.28,-0.31,0.1326,89.62,518.0,12.827003,70.729904,78.5,69.0,0.0106,4905.0,148.0,-148.0,4.544,0.072,-0.044,-0.04,0.3,-0.3,0.761,0.063,-0.07,0.739,0.085,-0.054,289.31543,39.153278,1
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,3.340218842,3.18e-06,-3.18e-06,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1630.0,26.6,-26.6,2.03,0.13,-0.17,0.0348,87.85,656.0,8.777286,58.181076,71.6,398.0,0.4776,3950.0,70.0,-86.0,4.754,0.042,-0.031,-0.46,0.15,-0.15,0.493,0.033,-0.04,0.502,0.031,-0.038,286.07913,39.27832,1
107,5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,2.507089906,2.4e-06,-2.4e-06,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1340.0,24.7,-24.7,30.26,9.57,-3.19,0.0365,67.79,1326.0,7.337525,50.679256,64.9,408.0,0.887,5926.0,184.0,-226.0,4.506,0.054,-0.216,-0.04,0.25,-0.3,0.939,0.297,-0.099,1.03,0.124,-0.138,295.37805,40.493401,0
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,18.64932728,5.2e-05,-5.2e-05,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,894.0,20.9,-20.9,3.12,0.47,-0.28,0.139,89.86,701.0,7.871079,36.000114,46.1,71.0,0.0683,5775.0,78.0,-78.0,4.405,0.066,-0.123,0.16,0.15,-0.15,1.053,0.161,-0.094,1.026,0.062,-0.062,290.46176,40.562462,1
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,4.90144976,1.07e-05,-1.07e-05,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,141.0,2.9,-2.9,1.7,0.08,-0.05,0.0586,86.1,1262.0,5.743281,33.185894,50.6,193.0,0.0464,5847.0,64.0,-75.0,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,1
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,9.75192101,4.83e-05,-4.83e-05,0.949,0.028,-0.673,4.793,0.181,-0.181,418.0,16.2,-16.2,2.76,0.43,-0.24,0.0902,80.97,870.0,4.4869766,24.258644,28.5,132.0,0.3894,5775.0,78.0,-78.0,4.405,0.066,-0.123,0.16,0.15,-0.15,1.053,0.161,-0.094,1.026,0.062,-0.062,290.46176,40.562462,1
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,38.5576546,0.000177,-0.000177,0.911,0.025,-0.663,5.794,0.199,-0.199,993.0,26.8,-26.8,4.02,0.62,-0.36,0.2255,87.91,550.0,7.5526104,32.640865,39.7,37.0,0.5868,5775.0,78.0,-78.0,4.405,0.066,-0.123,0.16,0.15,-0.15,1.053,0.161,-0.094,1.026,0.062,-0.062,290.46176,40.562462,1
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,3.525632539,1.5e-07,-1.5e-07,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,22300.0,13.1,-13.1,11.58,0.9,-0.48,0.0431,89.41,975.0,162.61552,2078.4102,1996.7,382.0,0.1434,5150.0,82.0,-82.0,4.572,0.02,-0.064,0.08,0.15,-0.15,0.793,0.062,-0.033,0.855,0.035,-0.049,290.58173,40.5774,1
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,34.84398644,4.04e-05,-4.04e-05,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4520.0,82.5,-82.5,7.61,1.72,-0.91,0.1971,88.92,511.0,15.928789,75.6448,76.8,40.0,0.1475,5509.0,166.0,-166.0,4.482,0.081,-0.15,-0.16,0.3,-0.3,0.871,0.196,-0.105,0.84,0.111,-0.074,285.92001,39.624828,1
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,7.748094239,7.55e-06,-7.55e-06,0.517,0.237,-0.325,3.5957,0.043,-0.043,2470.0,25.7,-25.7,5.52,1.7,-0.56,0.081,88.02,964.0,13.618479,106.29421,113.2,133.0,0.0761,5973.0,169.0,-232.0,4.439,0.052,-0.221,0.36,0.1,-0.3,1.085,0.334,-0.111,1.181,0.121,-0.151,294.4899,39.771439,1
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,23.96793669,9.25e-05,-9.25e-05,0.416,0.053,-0.416,3.827,0.113,-0.113,1180.0,46.1,-46.1,1.8,0.1,-0.15,0.1322,89.47,329.0,5.809559,22.27284,27.5,43.0,0.7252,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.1,0.15,-0.15,0.524,0.03,-0.044,0.536,0.035,-0.039,283.86639,39.898079,1
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,8.29561738,2.37e-05,-2.37e-05,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,824.0,57.5,-57.5,1.82,0.1,-0.15,0.0652,87.95,469.0,3.484774,15.260293,17.9,119.0,0.8214,3747.0,75.0,-83.0,4.728,0.042,-0.025,0.1,0.15,-0.15,0.524,0.03,-0.044,0.536,0.035,-0.039,283.86639,39.898079,1
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,8.11437482,1.09e-05,-1.09e-05,0.573,0.0,-0.468,2.2736,0.0447,-0.0447,1560.0,32.0,-32.0,2.1,0.14,-0.16,0.0649,88.61,460.0,6.7459397,45.585175,56.4,167.0,0.1566,3692.0,73.0,-83.0,4.753,0.032,-0.039,0.28,0.15,-0.15,0.517,0.035,-0.039,0.553,0.027,-0.044,288.81201,40.033401,1
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,38.03672948,3.48e-06,-3.48e-06,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82900.0,83.3,-83.3,27.5,5.28,-2.27,0.2252,89.63,500.0,456.11786,1785.2972,1300.0,26.0,0.0,5575.0,166.0,-183.0,4.521,0.038,-0.152,0.36,0.1,-0.3,0.932,0.179,-0.077,1.051,0.066,-0.132,294.14789,40.055538,0
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,4.64090031,1.49e-05,-1.49e-05,1.28,0.098,-0.07,35.512,0.274,-0.274,2450.0,11.7,-11.7,30.09,5.79,-3.14,0.0503,19.01,1155.0,14.098484,135.01852,296.9,227.0,0.9095,6463.0,205.0,-205.0,4.5,0.087,-0.163,-1.66,0.3,-0.2,0.826,0.159,-0.086,0.786,0.062,-0.045,295.11371,40.071171,1
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,3.747838198,3.9e-06,-3.9e-06,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,13.65,3.11,-1.04,0.046,53.12,1031.0,14.434505,98.60031,138.2,358.0,0.861,5514.0,149.0,-149.0,4.569,0.029,-0.162,-0.04,0.3,-0.3,0.826,0.188,-0.063,0.926,0.075,-0.108,291.06152,50.265129,0
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,14.74914825,2.17e-05,-2.17e-05,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.0,4.2,-4.2,2.89,0.13,-0.1,0.1221,89.47,874.0,11.163704,66.187065,107.4,72.0,0.7875,5847.0,64.0,-75.0,4.191,0.02,-0.018,0.26,0.1,-0.1,1.402,0.063,-0.046,1.113,0.092,-0.05,297.02826,48.208611,1
