rowid,id,koi_name,kepler_name,planet_status,data_disposition,period,impact_parameter,transit_duration,transit_depth,radius,sma,inclination,eq_temp,mse_stat,mme_stat,signal_to_noise,num_transits,oedc_stat,stellar_eff_temp,stellar_surf_grav,stellar_metal,stellar_radius,stellar_mass,ra,dec,disposition_num
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,9.75192101,0.949,4.793,418.0,2.76,0.0902,80.97,870.0,4.4869766,24.258644,28.5,132.0,0.3894,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,1
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,38.5576546,0.911,5.794,993.0,4.02,0.2255,87.91,550.0,7.5526104,32.640865,39.7,37.0,0.5868,5775.0,4.405,0.16,1.053,1.026,290.46176,40.562462,1
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,3.525632539,0.12,2.59959,22300.0,11.58,0.0431,89.41,975.0,162.61552,2078.4102,1996.7,382.0,0.1434,5150.0,4.572,0.08,0.793,0.855,290.58173,40.5774,1
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,34.84398644,0.934,2.9315,4520.0,7.61,0.1971,88.92,511.0,15.928789,75.6448,76.8,40.0,0.1475,5509.0,4.482,-0.16,0.871,0.84,285.92001,39.624828,1
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,7.748094239,0.517,3.5957,2470.0,5.52,0.081,88.02,964.0,13.618479,106.29421,113.2,133.0,0.0761,5973.0,4.439,0.36,1.085,1.181,294.4899,39.771439,1
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,23.96793669,0.416,3.827,1180.0,1.8,0.1322,89.47,329.0,5.809559,22.27284,27.5,43.0,0.7252,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,1
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,8.29561738,0.888,1.3421,824.0,1.82,0.0652,87.95,469.0,3.484774,15.260293,17.9,119.0,0.8214,3747.0,4.728,0.1,0.524,0.536,283.86639,39.898079,1
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,8.11437482,0.573,2.2736,1560.0,2.1,0.0649,88.61,460.0,6.7459397,45.585175,56.4,167.0,0.1566,3692.0,4.753,0.28,0.517,0.553,288.81201,40.033401,1
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,38.03672948,0.501,4.34617,82900.0,27.5,0.2252,89.63,500.0,456.11786,1785.2972,1300.0,26.0,0.0,5575.0,4.521,0.36,0.932,1.051,294.14789,40.055538,0
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,4.64090031,1.28,35.512,2450.0,30.09,0.0503,19.01,1155.0,14.098484,135.01852,296.9,227.0,0.9095,6463.0,4.5,-1.66,0.826,0.786,295.11371,40.071171,1
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,3.747838198,1.121,5.0642,616.0,13.65,0.046,53.12,1031.0,14.434505,98.60031,138.2,358.0,0.861,5514.0,4.569,-0.04,0.826,0.926,291.06152,50.265129,0
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,14.74914825,0.173,6.0995,430.0,2.89,0.1221,89.47,874.0,11.163704,66.187065,107.4,72.0,0.7875,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,1
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,21.81295996,0.053,4.3791,1180.0,3.38,0.1495,89.92,639.0,6.4162097,31.21894,37.8,45.0,0.1204,5601.0,4.41,0.08,0.999,0.934,294.77686,40.15374,1
123,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,7.91936937,0.733,3.3148,15100.0,10.34,0.0737,87.3,814.0,47.533234,385.42834,389.0,132.0,0.0163,5690.0,4.588,-0.4,0.776,0.852,283.53845,40.217999,0
125,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,15.37562369,0.692,3.3169,15300.0,11.01,0.1121,88.73,600.0,33.115784,170.02856,166.0,50.0,0.4872,4986.0,4.496,0.16,0.833,0.793,283.25354,40.358189,1
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,8.10363271,0.047,3.161,888.0,2.11,0.0712,89.87,687.0,7.0046763,33.637074,39.3,131.0,0.5907,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,1
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,4.71510843,0.258,2.506,418.0,1.46,0.0496,88.96,823.0,3.765065,16.489346,21.3,208.0,0.7292,4861.0,4.574,-0.08,0.732,0.733,283.22141,40.421829,1
128,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,6.365839713,0.524,2.9721,781.0,2.44,0.0659,87.92,914.0,7.331596,58.17086,70.8,216.0,0.1852,5776.0,4.554,-0.18,0.849,0.939,291.14951,40.420521,1
129,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,5.97581754,0.941,3.065,962.0,3.86,0.066,81.71,1047.0,7.281016,42.549767,50.3,181.0,0.9854,6108.0,4.471,-0.08,0.997,1.072,294.22397,40.417858,0
130,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,2.446737317,1.241,4.7211,1180.0,26.25,0.0351,44.81,1261.0,25.09719,98.78201,110.2,552.0,0.6521,5764.0,4.548,-0.12,0.863,0.959,298.96112,40.862808,0
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,3.04033046,0.736,1.8411,10900.0,8.99,0.0374,85.95,1021.0,50.342957,653.36066,568.2,440.0,0.2726,5035.0,4.519,-0.06,0.791,0.754,299.3161,40.82238,1
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,15.33528675,0.773,3.897,3080.0,5.0,0.1179,87.95,610.0,13.146613,84.09906,86.6,85.0,0.0447,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,1
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,7.95825328,0.706,4.377,50.0,1.06,0.0809,85.95,1074.0,2.978392,10.168395,14.7,109.0,0.0302,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,1
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,31.33046135,0.798,5.176,5070.0,6.5,0.1898,88.62,481.0,23.140947,110.02644,117.2,46.0,0.4851,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,1
135,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,3.9043425,0.709,3.831,16200.0,12.28,0.0484,84.06,1104.0,110.279724,1224.3164,323.4,275.0,0.1597,5810.0,4.526,-0.06,0.898,0.989,294.05676,40.549679,0
136,5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,9.286358079,0.377,3.49949,44800.0,17.61,0.081,89.06,796.0,230.37978,1748.3405,1671.1,117.0,0.0415,5670.0,4.523,-0.4,0.821,0.82,294.74396,40.53392,0
137,5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,3.951405455,1.276,2.1862,2450.0,31.44,0.0482,76.4,1133.0,13.511557,110.66481,117.2,272.0,0.9756,6046.0,4.539,-0.38,0.869,0.953,295.50439,40.505489,0
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,23.65369415,0.008,8.2183,3340.0,7.89,0.1658,89.98,731.0,33.295635,188.42673,266.3,57.0,0.6436,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,1
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,13.23352214,0.014,6.7372,505.0,3.06,0.1126,89.95,888.0,6.205785,34.323593,49.1,97.0,0.3752,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,1
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,6.15560285,0.235,4.9843,285.0,2.32,0.0676,88.56,1146.0,4.266375,26.274458,35.1,203.0,0.7589,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,1
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,2.090811305,0.746,3.388,116.0,1.62,0.0329,77.03,1642.0,3.535499,14.88052,19.9,527.0,0.5003,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,1
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180027898,0.196,3.5797,120.0,1.53,0.0439,88.34,1458.0,5.307951,34.970474,50.4,323.0,0.2045,5847.0,4.191,0.26,1.402,1.113,297.02826,48.208611,1
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,50.4467417,0.379,7.159,370.0,2.67,0.2747,89.57,568.0,5.1075315,15.157462,19.4,22.0,0.6433,5739.0,4.191,0.3,1.384,1.083,287.89713,40.637821,1
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,11.76307164,0.048,2.9076,1040.0,2.35,0.0954,89.91,616.0,9.07897,39.560696,48.9,88.0,0.9555,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,1
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,56.2279271,0.7,3.57,863.0,2.37,0.2707,89.56,366.0,6.9918575,16.481398,20.9,18.0,0.0904,4959.0,4.603,0.16,0.756,0.849,294.20215,40.66341,1
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,2.384052875,1.178,3.0918,1270.0,17.06,0.0308,58.76,1010.0,7.4411964,44.634888,50.5,549.0,0.9924,4794.0,4.58,-0.22,0.701,0.683,299.64285,40.691238,0
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,7.953547,0.3,2.6312,875.0,2.25,0.0712,89.24,696.0,5.371588,31.887648,38.4,166.0,0.2613,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,1
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,4.14451656,0.004,2.3421,392.0,1.48,0.0461,89.99,864.0,4.527273,18.548983,22.8,316.0,0.2616,4768.0,4.536,0.18,0.779,0.759,291.15878,40.750271,1
149,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,4.859386384,1.259,2.2757,6040.0,38.33,0.0571,81.27,1114.0,30.702702,300.96277,269.7,273.0,0.7838,6072.0,4.47,-0.1,0.988,1.05,292.21436,40.759762,0
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,10.52629458,0.644,2.5211,9770.0,8.24,0.088,88.69,713.0,58.01924,488.70584,482.3,129.0,0.742,5386.0,4.553,-0.2,0.793,0.82,293.87811,41.66177,1
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,4.583520948,0.045,2.7055,3810.0,5.39,0.0535,89.81,1038.0,18.698158,212.06973,99.5,297.0,0.072,5815.0,4.54,-0.12,0.877,0.973,299.18686,41.74268,1
152,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,3.76181843,0.926,3.5176,511.0,2.66,0.047,75.62,1121.0,4.2820764,29.971922,35.9,273.0,0.3403,5653.0,4.472,0.1,0.949,0.974,283.31638,41.83712,1
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.20396958,0.823,2.9667,1020.0,3.01,0.0735,86.43,742.0,7.181467,44.777393,54.4,162.0,0.5107,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,1
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.49645186,0.97,4.016,648.0,3.01,0.1074,84.34,613.0,5.1306577,20.855698,25.7,89.0,0.85,5015.0,4.499,0.1,0.826,0.785,286.5657,41.808399,1
155,5792202,K00841.03,,CANDIDATE,CANDIDATE,6.54626149,0.644,2.75,656.0,2.19,0.0668,87.46,810.0,4.6233773,24.029488,24.8,200.0,0.73,5251.0,4.581,0.21,0.817,0.926,292.23676,41.08588,1
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,12.71809866,0.427,3.0957,1150.0,2.31,0.0934,89.17,562.0,7.304412,42.002544,52.7,107.0,0.8866,4702.0,4.592,-0.22,0.686,0.67,292.91312,41.060921,1
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,36.06588163,0.26,4.3246,1560.0,2.64,0.1871,89.77,397.0,10.347036,39.547905,51.7,38.0,0.3424,4702.0,4.592,-0.22,0.686,0.67,292.91312,41.060921,1
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,4.190425659,0.458,2.8589,2880.0,6.21,0.0535,87.52,1234.0,21.389048,245.59174,240.6,318.0,0.2448,6073.0,4.392,0.2,1.135,1.163,293.49661,41.137589,1
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,3.709870784,0.023,3.0694,2020.0,4.35,0.0471,89.86,1151.0,9.246548,88.43494,116.1,279.0,0.1785,5727.0,4.463,0.14,0.978,1.013,283.86441,41.346458,1
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,16.3297527,0.791,6.271,1190.0,3.75,0.1255,86.59,727.0,10.867014,63.15734,74.6,85.0,0.4521,5878.0,4.444,-0.06,0.987,0.989,288.51001,41.301769,1
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,27.80756622,0.782,4.21587,25400.0,13.84,0.1711,88.96,554.0,184.1626,739.8864,748.1,50.0,0.7873,5862.0,4.584,-0.52,0.785,0.865,296.88821,41.396091,1
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,80.8723469,0.527,11.195,3600.0,7.59,0.3577,89.4,452.0,39.125496,129.28693,160.9,17.0,0.4468,5510.0,4.222,0.16,1.238,0.932,287.1543,41.565788,1
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,3.166465862,1.266,2.9381,4360.0,26.82,0.0371,71.8,954.0,17.338335,126.34083,122.1,320.0,0.9974,4968.0,4.575,-0.36,0.704,0.68,284.86929,41.679192,0
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,24.99324319,0.686,5.9409,270.0,2.29,0.1651,88.37,712.0,10.750713,48.44607,62.0,53.0,0.2311,5718.0,4.181,0.0,1.317,0.961,287.36279,38.649601,1
165,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,10.35533116,0.029,3.1775,751.0,2.47,0.0895,89.93,777.0,6.973618,43.478497,49.2,127.0,0.0892,5501.0,4.462,0.02,0.918,0.891,288.9942,41.633282,1
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,16.08518937,0.867,3.984,1440.0,3.68,0.1173,87.21,613.0,11.495781,56.866776,62.6,82.0,0.0625,5239.0,4.523,0.0,0.826,0.83,292.10519,42.380322,1
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,235.9986399,0.778,8.2284,20700.0,10.59,0.6534,89.76,188.0,157.44649,311.33582,271.8,6.0,0.637,4245.0,4.627,0.12,0.657,0.666,293.00797,42.307201,1
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,7.49018305,0.02,2.7297,1120.0,2.56,0.0703,89.95,753.0,8.483169,43.14732,53.0,178.0,0.8739,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,1
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,36.2761238,0.035,4.7865,1570.0,3.03,0.2012,89.97,445.0,7.9323716,28.587673,45.5,39.0,0.1413,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,1
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,17.46087931,0.594,2.2641,812.0,2.32,0.1236,89.31,568.0,4.671781,16.755081,22.6,69.0,0.4718,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,1
171,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,56.0560754,0.018,4.685,1630.0,1.94,0.228,89.99,233.0,6.1299686,19.2542,27.4,24.0,0.0766,3593.0,4.757,0.26,0.491,0.503,289.50848,41.812119,1
172,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,41.40831669,0.377,5.0264,22800.0,11.38,0.2162,89.68,453.0,217.32286,904.6437,907.8,33.0,0.6138,5522.0,4.586,-0.46,0.747,0.786,291.76041,41.944069,1
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,39.74893077,0.881,7.3051,15200.0,14.21,0.2311,88.3,552.0,123.3638,505.17914,561.1,34.0,0.255,6122.0,4.487,-0.18,0.964,1.041,293.17929,41.969238,1
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,5.715425977,0.348,2.5242,908.0,2.47,0.0611,88.81,850.0,7.166417,48.613644,59.4,181.0,0.6565,5237.0,4.572,0.24,0.826,0.927,285.11047,42.033958,1
175,9471974,K00119.01,Kepler-108 B b,CONFIRMED,CANDIDATE,49.18394185,0.035,11.3364,1650.0,8.2,0.2829,89.94,669.0,61.598824,250.00006,355.7,29.0,0.0115,5626.0,3.907,0.36,2.057,1.247,294.55917,46.062328,1
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,20.0261412,0.957,1.611,421.0,2.28,0.1409,88.43,559.0,3.5729597,9.322174,10.7,54.0,0.5513,5237.0,4.572,0.24,0.826,0.927,285.11047,42.033958,1
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,13.61014819,1.081,2.594,5730.0,19.02,0.1061,86.94,733.0,36.547604,209.14677,184.1,101.0,0.9953,5697.0,4.46,-0.26,0.903,0.857,289.89777,42.009151,1
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,10.44331991,0.23,2.743,1160.0,2.66,0.0857,89.55,667.0,10.513627,48.83681,51.7,127.0,0.0106,4947.0,4.516,0.08,0.802,0.769,286.24356,42.148811,0
179,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,2.237489571,0.128,1.8119,316.0,1.41,0.0325,89.23,1160.0,4.7961717,28.265633,30.7,595.0,0.6943,5265.0,4.58,0.14,0.81,0.91,290.00757,42.116459,1
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,5.851520671,0.211,3.11058,33000.0,14.62,0.0591,89.27,901.0,192.99095,1762.9304,1630.4,178.0,0.5727,5532.0,4.53,-0.34,0.806,0.804,284.08731,42.233231,0
181,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,3.167893418,0.026,2.1814,781.0,2.62,0.0426,89.87,1221.0,5.8711963,55.665585,64.8,430.0,0.8648,5895.0,4.503,-0.02,0.94,1.026,293.81647,42.212502,1
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,4.311780262,0.196,2.7251,1150.0,3.11,0.0511,89.08,1038.0,7.6148076,68.72953,86.1,299.0,0.2117,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,1
183,6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,20.0504494,0.383,4.556,841.0,2.69,0.1423,89.31,622.0,6.4205737,29.427977,37.8,64.0,0.6485,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,1
184,6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,9.76734503,0.9,1.6585,569.0,2.67,0.0881,87.68,791.0,3.9681692,17.335663,21.1,122.0,0.9693,5527.0,4.484,0.16,0.927,0.956,287.24268,42.301369,1
185,6862328,K00865.01,,CANDIDATE,CANDIDATE,119.0207044,0.076,8.1405,7430.0,8.98,0.4582,89.96,366.0,63.25567,165.9875,223.5,11.0,0.0001,5453.0,4.342,0.16,1.062,0.904,291.58377,42.36816,1
186,9471974,K00119.02,Kepler-108 B c,CONFIRMED,CANDIDATE,190.3200468,0.812,15.284,1140.0,7.78,0.6972,89.24,426.0,45.91216,95.55217,139.3,7.0,0.3816,5626.0,3.907,0.36,2.057,1.247,294.55917,46.062328,1
187,6862603,K00866.01,,FALSE POSITIVE,FALSE POSITIVE,2.861159894,0.965,1.8832,1010.0,4.37,0.0406,77.84,1355.0,8.208323,47.643787,58.3,454.0,0.3767,6126.0,4.458,-0.04,1.021,1.09,291.67172,42.343109,0
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,26.44439337,0.03,3.9783,1840.0,3.91,0.1687,89.97,562.0,15.926126,67.97784,88.0,53.0,0.5769,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,1
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,51.53997972,0.183,6.3994,3640.0,5.51,0.2632,89.84,450.0,28.79182,112.0813,155.5,28.0,0.6609,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,1
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,5.902245782,0.209,2.9003,702.0,2.43,0.0621,89.23,926.0,6.7249837,43.151917,59.3,220.0,0.1889,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,1
191,7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,2.382951591,0.479,1.8876,392.0,1.86,0.0339,86.85,1253.0,3.843993,23.52045,41.4,515.0,0.9092,5427.0,4.463,0.16,0.929,0.915,292.87338,42.966141,1
192,7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,21.02250608,0.036,4.1072,1770.0,3.07,0.1378,89.95,521.0,9.148423,47.644684,62.4,67.0,0.1875,5067.0,4.585,-0.08,0.75,0.789,294.90973,42.935261,1
193,6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,3.219814777,0.06,2.0642,488.0,1.69,0.04,89.72,998.0,3.4647944,19.364616,30.5,391.0,0.9338,5103.0,4.562,0.04,0.787,0.823,291.63898,42.436321,1
194,6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,5.912273234,0.17,2.3254,961.0,1.73,0.0537,89.51,585.0,8.0944605,55.492382,62.8,227.0,0.3342,4072.0,4.696,-0.18,0.57,0.586,292.13702,42.42942,1
195,6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,8.98581901,0.008,2.8606,881.0,1.65,0.0709,89.98,509.0,7.210981,42.23077,51.8,145.0,0.5514,4072.0,4.696,-0.18,0.57,0.586,292.13702,42.42942,1
196,7031517,K00871.01,,CANDIDATE,CANDIDATE,12.94066866,0.897,2.4845,42500.0,22.94,0.1039,88.54,723.0,209.9436,1375.2338,307.5,100.0,0.8178,5875.0,4.572,-0.42,0.809,0.895,291.11969,42.507069,1
197,11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,20.5452375,0.95,2.517,219.0,2.41,0.1437,87.6,742.0,41.057766,93.56568,18.5,67.0,0.5266,5670.0,4.206,0.0,1.264,0.937,294.40192,50.172089,0
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,33.60123371,0.67,4.4056,7430.0,8.46,0.1956,89.23,495.0,44.19851,173.7981,247.9,39.0,0.644,5149.0,4.447,0.42,0.93,0.882,289.26874,42.604172,1
199,7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,6.76652928,0.429,2.9004,451.0,1.97,0.0672,88.51,845.0,4.929026,16.790316,29.2,194.0,0.8655,5149.0,4.447,0.42,0.93,0.882,289.26874,42.604172,1
200,7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,4.347288783,0.025,2.1024,452.0,2.36,0.0524,89.91,1174.0,4.846328,34.36066,39.7,307.0,0.4904,5754.0,4.345,0.16,1.122,1.014,291.96417,42.69614,1
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,4.601811819,0.567,2.2607,756.0,2.35,0.0501,87.56,896.0,6.6083684,52.078793,60.8,295.0,0.3969,4986.0,4.496,0.16,0.833,0.793,296.48343,42.663429,1
202,7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,11.18719905,0.387,3.252,354.0,1.55,0.0907,89.1,667.0,3.560772,17.25928,21.9,117.0,0.953,4986.0,4.496,0.16,0.833,0.793,296.48343,42.663429,1
203,7135852,K00875.01,,CANDIDATE,CANDIDATE,4.220965778,0.705,3.0854,2260.0,2.62,0.0418,85.03,595.0,13.098274,134.46404,157.8,321.0,0.6606,3837.0,4.747,-0.06,0.517,0.544,296.69394,42.62611,1
204,7270230,K00876.01,,FALSE POSITIVE,FALSE POSITIVE,6.998099523,7.361,2.0488,20300.0,588.66,0.0698,79.0,853.0,58.719604,551.317,192.3,192.0,0.3765,5612.0,4.566,-0.12,0.829,0.926,287.88412,42.832439,0
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,5.95489993,0.327,2.3892,1410.0,2.33,0.0554,89.0,635.0,10.906055,83.29438,87.2,226.0,0.5468,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,1
206,7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,12.03987488,0.286,2.7363,1250.0,2.18,0.0886,89.51,502.0,9.71719,51.105682,57.6,106.0,0.7081,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,1
207,7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,20.83762895,0.706,2.3734,439.0,1.42,0.1278,89.18,418.0,5.914461,12.130763,14.9,67.0,0.1071,4261.0,4.641,-0.06,0.633,0.64,293.63696,42.82497,1
208,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,8.8111022,1.223,5.0683,401.0,63.66,0.0919,67.15,1399.0,10.118381,60.319134,76.8,125.0,0.2862,6200.0,3.8,-0.12,2.404,1.333,294.46088,38.383461,0
209,7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,23.58917143,0.926,5.073,1200.0,3.16,0.1429,86.86,487.0,9.867276,45.141907,53.3,56.0,0.6279,4919.0,4.566,-0.24,0.721,0.697,297.46002,42.83992,1
210,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481633073,0.833,3.784,299.0,2.54,0.0683,83.8,1145.0,13.492653,92.47206,125.6,214.0,0.1321,5945.0,4.213,-0.08,1.302,1.009,290.39273,40.28487,1
211,7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,10.37168928,0.537,3.035,1250.0,3.2,0.0873,88.66,720.0,8.5752535,51.219067,64.5,128.0,0.5905,5121.0,4.457,0.18,0.888,0.822,290.39322,43.363899,1
212,7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,3.96996298,0.836,1.1757,299.0,1.78,0.046,86.81,992.0,3.348457,12.679447,15.0,320.0,0.0175,5121.0,4.457,0.18,0.888,0.822,290.39322,43.363899,1
213,7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,4.40841331,0.899,5.012,549.0,2.66,0.052,74.9,1139.0,5.7962294,37.416832,45.1,279.0,0.3585,6007.0,4.457,-0.24,0.961,0.968,292.96555,43.34639,1
214,7708215,K00894.01,,FALSE POSITIVE,FALSE POSITIVE,7.9426176,0.942,6.703,1590.0,4.68,0.0789,77.16,878.0,22.463158,69.78485,60.4,172.0,0.0069,5811.0,4.521,0.07,0.926,1.036,299.00143,43.399632,0
215,7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,226.8904775,0.731,7.558,3140.0,4.53,0.6732,89.76,236.0,18.208637,32.135025,46.8,7.0,0.7699,5067.0,4.585,-0.08,0.75,0.789,294.90973,42.935261,1
216,7377033,K00882.01,,FALSE POSITIVE,FALSE POSITIVE,1.956811408,1.091,2.1958,24900.0,21.58,0.0259,78.08,1109.0,114.08557,1443.2662,125.4,685.0,0.0,5209.0,4.657,-1.24,0.603,0.602,295.83536,42.943062,0
217,7380537,K00883.01,,CANDIDATE,CANDIDATE,2.688899233,0.001,2.11275,37500.0,12.04,0.0335,90.0,929.0,120.20046,1777.0094,1011.6,499.0,0.0001,4820.0,4.667,-0.4,0.639,0.699,296.68307,42.967869,1
